tid,label,lat,lon,day,hour,category,tid2,day2,hour2
149,7,40.7934045676619,-73.9485678492806,0,7,3,83,18,19
149,7,40.8092700031352,-73.9490711688995,0,20,5,83,18,21
149,7,40.7934045676619,-73.9485678492806,2,8,3,84,18,21
149,7,40.8100901727589,-73.9432668685913,2,9,0,84,19,11
149,7,40.77211112865999,-73.96095474201341,2,14,0,84,19,11
149,7,40.77211112865999,-73.96095474201341,3,10,0,85,19,11
149,7,40.7934045676619,-73.9485678492806,4,8,3,85,19,11
149,7,40.800181362525,-73.9452787031264,5,10,4,85,19,10
149,7,40.77211112865999,-73.96095474201341,5,12,0,86,19,11
149,7,40.773045,-73.962333,5,13,4,86,18,20
149,7,40.774626,-73.959236,5,13,0,86,18,21
149,7,40.774506025762,-73.9589859794582,5,13,0,87,19,11
149,7,40.8092700031352,-73.9490711688995,6,18,5,87,19,11
152,7,40.77211112865999,-73.96095474201341,1,9,0,87,19,11
152,7,40.7713022794736,-73.961580379552,1,9,0,88,19,11
152,7,40.8076076207769,-73.9507376218782,1,21,5,88,18,19
152,7,40.77211112865999,-73.96095474201341,3,9,0,88,18,19
152,7,40.8092700031352,-73.9490711688995,3,20,5,89,18,19
152,7,40.8144053164921,-73.94437173850459,3,23,7,89,18,19
152,7,40.8092700031352,-73.9490711688995,4,21,5,89,19,10
152,7,40.733879,-73.988185,5,9,4,90,19,11
152,7,40.8092700031352,-73.9490711688995,5,10,5,90,19,2
152,7,40.674455,-73.9262,5,17,7,90,19,2
152,7,40.8100901727589,-73.9432668685913,6,11,0,91,18,19
152,7,40.8085341590656,-73.9451237158023,6,12,0,91,18,19
153,7,40.8092700031352,-73.9490711688995,0,8,5,91,19,2
153,7,40.77211112865999,-73.96095474201341,0,10,0,92,19,2
153,7,40.7685355207664,-73.95557647143721,3,12,0,92,18,19
153,7,40.737269,-73.990717,3,21,0,92,18,19
153,7,40.73528249691621,-73.9904031515828,3,21,5,93,19,2
153,7,40.7442247187833,-73.9840388475374,3,21,8,93,19,2
153,7,40.77211112865999,-73.96095474201341,4,11,0,93,19,2
153,7,40.7713022794736,-73.961580379552,4,11,0,94,19,2
153,7,40.7685355207664,-73.95557647143721,4,11,0,94,19,10
153,7,40.72827687733521,-73.9992813316546,4,19,7,94,19,11
153,7,40.7448646832347,-73.998879625105,6,13,0,95,19,2
285,12,40.764016,-73.82947598,1,17,4,95,19,2
285,12,40.703531656325495,-73.8023051484212,2,7,0,95,19,10
285,12,40.7621682440437,-73.831570989716,2,18,4,96,19,10
285,12,40.7639626095191,-73.8291241978544,2,19,4,96,19,10
285,12,40.703531656325495,-73.8023051484212,3,7,0,96,19,11
285,12,40.605899322425,-73.98453814989371,4,11,4,97,19,10
285,12,40.5995839036343,-73.9897950936081,5,16,0,97,19,10
285,12,40.6090407520337,-73.9997404238227,6,11,0,97,19,10
285,12,40.7633342907454,-73.80931,6,13,0,98,19,10
285,12,40.764016,-73.82947598,6,17,4,98,19,10
287,12,40.7029276571656,-73.80001544952391,0,7,0,98,19,10
287,12,40.707808454756,-73.803184048129,0,17,1,99,13,4
287,12,40.70216749383471,-73.80146071170891,1,7,0,99,13,4
287,12,40.707808454756,-73.803184048129,1,17,1,99,19,10
287,12,40.7577822461974,-73.8279467402784,1,18,4,100,19,10
287,12,40.7619847072611,-73.83173755425841,1,18,4,100,18,21
287,12,40.707808454756,-73.803184048129,2,18,1,100,18,21
287,12,40.7577822461974,-73.8279467402784,2,18,4,101,13,20
287,12,40.764123,-73.828082,2,18,0,101,13,20
287,12,40.7075979146101,-73.8028049153983,3,18,1,101,11,20
287,12,40.764016,-73.82947598,3,19,4,102,11,20
287,12,40.70216749383471,-73.80146071170891,4,7,0,102,13,3
287,12,40.6930853448663,-73.9284825325012,4,17,1,102,13,4
287,12,40.7173249642038,-73.998368882704,4,20,0,103,19,1
287,12,40.75811474431929,-73.8296397775412,5,6,0,103,19,1
287,12,40.6018028609907,-73.9932499061474,5,14,0,103,14,20
287,12,40.605899322425,-73.98453814989371,5,15,4,104,14,20
287,12,40.605899322425,-73.98453814989371,6,9,4,104,19,10
287,12,40.7829298614522,-73.83085012435909,6,15,4,104,19,10
287,12,40.7832223163163,-73.8334465026855,6,16,4,105,13,11
287,12,40.7639626095191,-73.8291241978544,6,16,4,105,13,11
288,12,40.7075979146101,-73.8028049153983,0,6,1,105,13,7
288,12,40.757850834168,-73.8283028501382,0,19,4,106,13,7
288,12,40.7075979146101,-73.8028049153983,1,7,1,106,13,8
288,12,40.7574933691135,-73.8274757552858,1,18,4,106,13,8
288,12,40.760839874025706,-73.83064052313891,1,18,0,107,19,10
288,12,40.76007039918171,-73.8302040064457,1,19,4,107,19,10
288,12,40.70216749383471,-73.80146071170891,2,7,0,107,12,12
288,12,40.7574933691135,-73.8274757552858,2,18,4,108,12,12
288,12,40.757850834168,-73.8283028501382,2,18,4,108,18,22
288,12,40.760839874025706,-73.83064052313891,2,19,0,108,18,22
288,12,40.7639626095191,-73.8291241978544,2,19,4,109,13,14
288,12,40.70216749383471,-73.80146071170891,3,6,0,109,13,14
288,12,40.70216749383471,-73.80146071170891,4,7,0,109,8,8
288,12,40.7158098208652,-73.9962914669973,4,18,0,110,8,8
288,12,40.75811474431929,-73.8296397775412,5,6,0,110,18,23
288,12,40.7075979146101,-73.8028049153983,5,7,1,110,18,23
288,12,40.718391,-73.998476,5,14,0,111,18,23
288,12,40.7180903207538,-73.99999866268371,5,14,0,111,18,23
288,12,40.7181985851302,-74.000417582762,5,15,3,111,19,15
288,12,40.719043,-73.996514081955,5,17,4,112,19,15
288,12,40.605027504874,-73.9804116926189,5,20,0,112,19,15
288,12,40.605899322425,-73.98453814989371,5,21,4,112,19,15
288,12,40.605899322425,-73.98453814989371,6,11,4,113,18,23
288,12,40.6419795742237,-74.002468585968,6,11,0,113,18,23
288,12,40.684309264597104,-73.9765319385003,6,13,4,113,18,23
288,12,40.6456291954429,-73.9138539241231,6,14,4,114,18,23
288,12,40.7639626095191,-73.8291241978544,6,17,4,114,19,15
290,12,40.757850834168,-73.8283028501382,0,17,4,114,19,15
290,12,40.70216749383471,-73.80146071170891,1,6,0,115,18,23
290,12,40.7073806659117,-73.80256939318629,1,17,1,115,18,23
290,12,40.7618764811668,-73.831456117536,1,18,4,115,18,23
290,12,40.7639626095191,-73.8291241978544,1,19,4,116,18,23
290,12,40.764123,-73.828082,1,20,0,116,19,15
290,12,40.701922452729896,-73.80181112465749,2,6,0,116,19,15
290,12,40.757850834168,-73.8283028501382,2,18,4,117,18,23
290,12,40.7582439108545,-73.8291127104973,2,19,0,117,18,23
290,12,40.76007039918171,-73.8302040064457,2,19,4,117,19,15
290,12,40.747614599377705,-73.883957862854,3,21,1,118,19,15
290,12,40.7073806659117,-73.80256939318629,4,7,1,118,18,23
290,12,40.7064754390953,-73.8027072598808,4,7,0,118,18,23
290,12,40.7179288362234,-74.00093979691891,4,18,4,119,19,15
290,12,40.720288,-73.99952352046971,4,18,0,119,19,15
290,12,40.75811474431929,-73.8296397775412,5,6,0,119,19,15
290,12,40.7073806659117,-73.80256939318629,5,7,1,120,19,15
290,12,40.7159082473717,-73.9973244389484,5,13,3,120,18,23
290,12,40.7165455541129,-73.9986386007708,5,14,0,120,18,23
290,12,40.716451551923214,-73.9988681477626,5,15,0,121,19,15
290,12,40.605027504874,-73.9804116926189,5,21,0,121,19,15
290,12,40.6058631664855,-73.98481362650021,6,11,4,121,19,15
290,12,40.7583466276541,-73.8315307844606,6,13,0,122,19,15
290,12,40.7829298614522,-73.83085012435909,6,14,4,122,19,2
290,12,40.7832223163163,-73.8334465026855,6,15,4,122,19,2
290,12,40.75811474431929,-73.8296397775412,6,16,0,123,19,11
290,12,40.7639626095191,-73.8291241978544,6,17,4,123,19,11
290,12,40.764123,-73.828082,6,18,0,123,19,2
292,12,40.7064754390953,-73.8027072598808,0,7,0,124,19,2
292,12,40.7090705962641,-73.8042008096094,0,18,1,124,19,11
292,12,40.7090705962641,-73.8042008096094,1,6,1,124,19,11
292,12,40.7064754390953,-73.8027072598808,1,7,0,125,19,2
292,12,40.7593833,-73.82947391,2,18,4,125,19,2
292,12,40.7064754390953,-73.8027072598808,4,9,0,125,18,19
292,12,40.676927786133,-73.89869928359991,4,17,1,126,18,20
292,12,40.68141,-73.96718,5,19,0,126,18,19
292,12,40.6814161222361,-73.95714921494199,5,19,4,126,18,19
292,12,40.602004,-73.994322,5,21,0,127,19,2
292,12,40.6058631664855,-73.98481362650021,6,9,4,127,19,2
292,12,40.6814161222361,-73.95714921494199,6,19,4,127,19,18
292,12,40.6058631664855,-73.98481362650021,6,21,4,128,19,19
293,12,40.6058631664855,-73.98481362650021,0,10,4,128,19,2
293,12,40.604024,-73.997451,0,13,0,128,19,2
293,12,40.6048640285249,-73.998644339449,0,13,0,129,19,2
293,12,40.60886085660661,-73.958193876904,0,14,4,129,19,2
293,12,40.6048863717506,-73.978219296804,0,19,4,129,19,10
293,12,40.5995839036343,-73.9897950936081,0,20,0,130,19,11
293,12,40.7690186849656,-73.834844818783,1,19,4,130,19,10
293,12,40.7639626095191,-73.8291241978544,1,20,4,130,19,11
293,12,40.7090705962641,-73.8042008096094,3,17,1,131,19,10
293,12,40.7064754390953,-73.8027072598808,4,7,0,131,19,10
293,12,40.6058631664855,-73.98481362650021,5,18,4,131,19,2
293,12,40.6001421933429,-73.9911035681357,5,21,0,132,19,2
293,12,40.6058631664855,-73.98481362650021,6,9,4,132,19,11
293,12,40.7639626095191,-73.8291241978544,6,15,4,132,19,11
293,12,40.764123,-73.828082,6,18,0,133,19,11
294,12,40.7064754390953,-73.8027072598808,0,7,0,133,19,11
294,12,40.7090705962641,-73.8042008096094,0,18,1,133,19,2
294,12,40.7608123264517,-73.83064052313891,0,19,0,134,19,2
294,12,40.7064754390953,-73.8027072598808,1,6,0,134,19,11
294,12,40.7064754390953,-73.8027072598808,2,6,0,134,19,11
294,12,40.7058052000048,-73.8021270702293,2,18,1,135,19,2
294,12,40.764123,-73.828082,2,19,0,135,19,2
294,12,40.7064754390953,-73.8027072598808,3,6,0,135,19,2
294,12,40.7090705962641,-73.8042008096094,3,17,1,136,19,2
294,12,40.7090705962641,-73.8042008096094,4,7,1,136,19,20
294,12,40.7064754390953,-73.8027072598808,4,7,0,136,19,20
294,12,40.7173249642038,-73.998368882704,4,20,0,137,19,19
294,12,40.75811474431929,-73.8296397775412,5,6,0,137,19,20
294,12,40.709301878575104,-73.80421804281,5,7,1,137,19,11
294,12,40.676927786133,-73.89869928359991,5,14,1,138,19,11
294,12,40.605085361897295,-73.9799869896229,5,16,0,138,19,11
294,12,40.7269352936563,-74.0001593444659,5,18,0,138,19,11
294,12,40.7251610474272,-73.99965763092041,5,19,4,139,19,20
294,12,40.71575108712121,-73.9966185753842,5,20,0,139,19,20
294,12,40.6058631664855,-73.98481362650021,5,22,4,139,19,20
294,12,40.6058631664855,-73.98481362650021,6,9,4,140,19,20
294,12,40.5929630708106,-73.9500032365322,6,14,0,140,19,20
294,12,40.7639626095191,-73.8291241978544,6,18,4,140,19,20
309,12,40.72308,-73.800092,1,18,4,141,19,20
309,12,40.7794345505767,-73.7764132056055,2,18,4,141,19,20
309,12,40.605085361897295,-73.9799869896229,2,20,0,141,19,11
309,12,40.6058631664855,-73.98481362650021,3,16,4,142,19,11
309,12,40.6219568735332,-73.9874478515934,3,18,4,142,19,11
309,12,40.5988447204559,-73.9853186659193,4,8,4,142,19,11
309,12,40.7278421332493,-73.929163813591,4,17,5,143,19,11
309,12,40.6514605658646,-73.87214540094979,5,14,4,143,19,11
309,12,40.651760771888,-73.8697967354243,5,16,4,143,19,11
309,12,40.6191961082965,-73.99012221307659,5,17,0,144,19,11
309,12,40.601628000000005,-73.99349499,5,18,0,144,19,11
