tid,label,lat,lon,day,hour,min,pickup_dropoff
125,21,40.75312398767129,-73.99361090123705,18,21,17,0
143,24,40.7501669261561,-73.98483603581838,19,10,47,1
143,24,40.74439696685441,-73.98659436445735,19,10,51,0
152,26,40.75210773754371,-73.9801978808274,11,20,20,1
152,26,40.7674236502222,-73.98014194745622,11,20,31,0
157,27,40.75976518445678,-73.98726447433285,13,11,38,1
157,27,40.7551037734098,-73.98585303727589,13,11,47,0
159,27,40.790699699865954,-73.9418505946552,13,8,29,1
159,27,40.79631389861025,-73.93597183696977,13,8,32,0
177,30,40.73466488902487,-73.99483003601483,18,23,42,1
177,30,40.74125745330967,-73.98618645541421,18,23,48,0
178,30,40.752592699574606,-73.98668919079057,19,15,26,1
178,30,40.7598362145669,-73.97898726392589,19,15,35,0
187,32,40.74987723046944,-73.99155098334006,19,2,45,1
187,32,40.729532208266036,-74.00347156770579,19,2,29,0
194,33,40.721417942988055,-74.00142692722432,19,10,37,1
194,33,40.72095734809555,-74.00899222813598,19,11,4,0
201,34,40.756373337908016,-73.97760673257574,19,11,3,1
201,34,40.76484457307525,-73.96652081836066,19,11,8,0
203,34,40.76804029193737,-73.96077136177621,19,2,21,1
203,34,40.74060415939458,-73.9977437401568,19,2,31,0
209,35,40.76937120405056,-73.97420147143123,19,20,17,1
209,35,40.768902940647976,-73.97828430304355,19,20,23,0
219,37,40.760388809228616,-73.9698058184614,19,20,4,1
219,37,40.75034514253058,-73.9934087856119,19,20,21,0
225,38,40.72254314457096,-73.99473402038268,14,19,22,1
225,38,40.748651553150566,-73.97985123744286,14,19,36,0
227,38,40.762944692718165,-73.98326123639993,12,11,16,1
227,38,40.73764675573476,-73.99861750140838,12,11,34,0
228,38,40.77558551167168,-73.96703979972801,12,11,35,1
228,38,40.7865980583898,-73.95180379733495,12,11,41,0
242,41,40.770693523781674,-73.98765409220061,19,10,29,1
242,41,40.73374204707362,-73.99082838133029,19,11,8,0
247,42,40.55374680270471,-73.7939266035711,19,10,37,1
247,42,40.76699391470321,-73.96822358336351,19,11,2,0
250,42,40.78629216362752,-73.96658320393465,13,9,37,1
250,42,40.77480873835303,-73.9795189732132,13,9,33,0
255,43,40.77557751347341,-73.87721423752657,12,10,29,1
255,43,40.746980648460166,-73.99442530743829,12,11,22,0
261,44,40.7471416815839,-73.98780546750925,15,20,23,1
261,44,40.75518875612907,-73.97298136767051,15,20,29,0
265,45,40.73802066964127,-74.00862617738596,19,11,24,1
265,45,40.746170536587314,-73.99388525396637,19,11,32,0
270,45,40.74891254908435,-73.99389075622014,19,2,45,1
270,45,40.70676731129207,-73.93786496616951,19,3,5,0
274,46,40.762118991436736,-73.97763778938963,17,19,33,1
274,46,40.7501364004289,-73.99485364317945,17,20,10,0
282,47,40.764302123310344,-73.9709010519465,19,21,23,1
282,47,40.72081467506506,-74.00240290857903,19,21,41,0
283,48,40.74292514097907,-73.98934402357838,19,15,12,1
283,48,40.7642316408179,-73.95380264096013,19,15,29,0
284,48,40.741144061992244,-73.9852507640054,19,15,24,1
284,48,40.74682626963623,-73.97037901816941,19,15,31,0
286,48,40.776287727030294,-73.95858713373593,19,15,29,1
286,48,40.762289583655374,-73.97307262238166,19,15,38,0
289,49,40.78483761657991,-73.97418847662914,19,12,17,1
289,49,40.77887622636773,-73.9630490461742,19,12,53,0
307,52,40.76426690814115,-73.96352579951338,19,2,37,1
307,52,40.77957340140857,-73.91272790677897,19,2,49,0
309,52,40.75203065730021,-73.98089598067156,19,11,5,1
309,52,40.767079163315074,-73.98389879375748,19,11,13,0
311,52,40.74665889560275,-73.99978052586368,19,11,0,1
311,52,40.75600731882297,-73.98295084893755,19,11,10,0
314,53,40.743350201258735,-74.00011874496988,19,2,56,1
314,53,40.73766865671642,-73.98487618420324,19,3,1,0
316,53,40.73779987727322,-73.9869039174547,19,11,13,1
316,53,40.73770433661558,-73.97705732536554,19,11,16,0
320,54,40.7237643897257,-73.98451650835625,19,2,42,1
320,54,40.72903561216809,-73.98209900869108,19,2,28,0
325,55,40.75627379349463,-73.97410105797746,19,11,3,1
325,55,40.7590558826647,-73.97652426403067,19,11,4,0
328,55,40.76095005680837,-73.97589433618407,19,10,33,1
328,55,40.71402025778808,-74.00943397678486,19,11,10,0
337,57,40.75771840705566,-73.96418940968863,18,19,31,1
337,57,40.76359454446502,-73.98117559863306,18,19,40,0
338,57,40.73264008198895,-73.99335174396685,18,19,38,1
338,57,40.72562752102532,-73.98752988264016,18,19,33,0
346,58,40.773922990979926,-73.9622754225885,19,21,31,1
346,58,40.7446082946568,-73.97823606588929,19,21,33,0
348,58,40.76046479956277,-73.98668091133288,19,19,56,1
348,58,40.729237113120334,-74.00240963645331,19,20,19,0
353,59,40.745914596105294,-73.98955750133894,19,21,17,1
353,59,40.73664867037006,-73.87497769244067,19,21,36,0
361,61,40.754428177578674,-73.9772275280585,19,21,38,1
361,61,40.747074539279865,-73.97750027262657,19,21,47,0
363,61,40.65155787576951,-73.81769566930882,18,19,11,1
363,61,40.73969540835388,-73.98607210297189,18,19,41,0
375,63,40.752113874188225,-73.97786302789166,18,22,35,1
375,63,40.782530058147685,-73.95152575284294,18,22,53,0
376,63,40.69260714759149,-74.00219961203686,19,1,37,1
376,63,40.71075985764183,-73.99214079737715,19,2,8,0
379,64,40.76430292424776,-73.98039154516584,19,2,19,1
379,64,40.72424677011587,-74.00516337662987,19,2,36,0
394,66,40.78453195278563,-73.96021796431444,19,15,2,1
394,66,40.778299210565464,-73.86800704844347,19,15,34,0
398,67,40.779568238156216,-73.95966535102627,19,8,29,1
398,67,40.74941631287366,-73.97064090607739,19,8,48,0
399,67,40.785221388535874,-73.95211761765233,19,8,46,1
399,67,40.77489266355552,-73.95445749484054,19,8,51,0
400,67,40.759347326094584,-73.962676576749,19,8,47,1
400,67,40.7649167924843,-73.95201351441494,19,8,53,0
402,67,40.74192257502146,-73.99199020251683,19,8,19,1
402,67,40.829916475313084,-73.94085364736668,19,8,46,0
405,68,40.74025180933096,-73.98937578912876,19,21,42,1
405,68,40.733995312797205,-73.98878256365708,19,21,45,0
408,68,40.74522687119462,-73.99756034970335,14,1,14,1
408,68,40.721929946886675,-73.99108495883695,14,1,28,0
412,69,40.72629576173641,-73.99895476684026,8,16,40,1
412,69,40.729746447848456,-73.99097965978137,8,16,45,0
421,71,40.759074670700656,-73.98903235368482,13,3,5,1
421,71,40.71731466983475,-74.00734652154199,13,3,26,0
424,71,40.725911907824056,-73.98508130054972,19,2,37,1
424,71,40.72969091494598,-74.00443453662149,19,2,53,0
426,71,40.74704864944361,-73.99076479807547,19,11,3,1
426,71,40.75605994227372,-73.98618479766003,19,11,12,0
429,72,40.72926824164607,-73.99427856825343,19,2,45,1
429,72,40.74522143599607,-73.98072872212208,19,2,53,0
431,72,40.758090905817525,-73.97225887253,19,11,14,1
431,72,40.77217314948358,-73.95616794884256,19,11,22,0
434,73,40.71723054905452,-74.01275281928531,19,2,46,1
434,73,40.781971365185754,-73.94394851423851,19,3,1,0
440,74,40.76862043698348,-73.96580655261926,12,9,14,1
440,74,40.7487614608559,-73.97253850772097,12,9,28,0
441,74,40.73625815843262,-73.99028477765671,18,19,30,1
441,74,40.735523138167636,-73.99800221756152,18,19,37,0
445,75,40.72556399737515,-73.99810439668647,19,2,5,1
445,75,40.72230445777096,-73.9938905978953,19,2,11,0
453,76,40.73860615861632,-73.9931061448907,18,19,38,1
453,76,40.75752633667581,-74.00098777324013,18,19,51,0
456,76,40.72272675481655,-73.99259962275676,19,2,13,1
456,76,40.69169105027832,-73.90333770163409,19,2,33,0
465,78,40.72030563836016,-73.99308534659497,13,4,31,1
465,78,40.765695475014226,-73.98543902713857,13,4,53,0
478,80,40.76591656633683,-73.97776600363716,19,7,45,1
478,80,40.76524432373263,-73.96060345176659,19,7,51,0
481,81,40.7785582951925,-73.95042886532894,8,17,7,1
481,81,40.78533544947423,-73.97032308014161,8,17,14,0
482,81,40.760409247102515,-73.96281425416521,19,21,53,1
482,81,40.7297131567917,-73.98665021494082,19,21,41,0
492,82,40.75018486587361,-73.98248819582216,18,16,45,1
492,82,40.75605940350361,-73.97393670218582,18,16,49,0
493,83,40.76894825880446,-73.96377525147102,18,19,29,1
493,83,40.764335695626514,-73.99071444146387,18,19,45,0
495,83,40.75043524647627,-73.99730187043599,17,20,1,1
495,83,40.742621584767775,-74.00411493837885,17,20,4,0
508,85,40.74276414510824,-73.99432722613267,19,8,53,1
508,85,40.740752667161004,-73.99964886665396,19,8,37,0
512,86,40.76637389973767,-73.96470947884075,19,8,41,1
512,86,40.77967754189886,-73.96237859077803,19,8,46,0
521,87,40.747750556534456,-74.00099802151374,18,19,29,1
521,87,40.77561924976327,-73.98618867382459,18,19,37,0
525,88,40.76275390570082,-73.96939394990034,12,18,39,1
525,88,40.76445895896323,-73.98221433343417,12,18,49,0
527,88,40.78324763660349,-73.94841022364847,12,10,39,1
527,88,40.778037279816644,-73.95626648835889,12,10,48,0
528,88,40.77528379854776,-73.9800196908792,8,11,37,1
528,88,40.77067540769495,-73.98523090727679,8,12,1,0
534,89,40.75933505452268,-73.98086600093222,19,10,37,1
534,89,40.79185436104454,-73.96604395698807,19,11,17,0
537,90,40.79454297010817,-73.9615626050537,8,11,56,1
537,90,40.761182149844544,-73.98556155193648,8,12,2,0
543,91,40.76259320599057,-73.96306052286229,18,22,38,1
543,91,40.75866587084748,-73.96761237824387,18,22,53,0
545,91,40.76264905740537,-73.95381374232522,19,19,10,1
545,91,40.77588498403348,-73.95355227164976,19,19,19,0
549,92,40.743537542382555,-73.98009021574683,19,19,3,1
549,92,40.78757217337407,-73.93728638015739,19,19,19,0
557,93,40.73656223432191,-73.99962076865188,18,22,31,1
557,93,40.72134080526449,-73.98477730382285,18,22,33,0
567,95,40.73573041704513,-73.98601280380092,19,20,36,1
567,95,40.73432751183428,-73.9855722668027,19,20,41,0
570,95,40.74772104338773,-73.98615102417818,19,19,11,1
570,95,40.72892175984599,-74.0014944406604,19,19,22,0
581,97,40.74051139594086,-73.99388348817877,19,20,53,1
581,97,40.745440213447736,-73.9841855973383,19,20,33,0
584,98,40.78043463637151,-73.96960589563525,20,0,26,1
584,98,40.77222775851406,-73.9541305447375,20,0,33,0
594,99,40.77966766801693,-73.95411090686969,19,12,53,1
594,99,40.78090521131672,-73.983638304696,19,13,4,0
598,100,40.7157283890716,-74.00053515978209,19,12,53,1
598,100,40.75311575978559,-73.98645846959255,19,13,4,0
600,100,40.779744900735395,-73.95893632009677,19,12,45,1
600,100,40.76466625553586,-73.97436223156103,19,13,2,0
602,101,40.742556393118875,-73.98164486181042,18,23,33,1
602,101,40.783477844642775,-73.93952596508018,19,0,6,0
604,101,40.75060956899107,-74.00076570868544,19,4,28,1
604,101,40.85266531814851,-73.88467185892216,19,5,20,0
606,101,40.63908193071403,-73.78393094934574,18,22,42,1
606,101,40.73112409745373,-73.98789433151535,18,23,6,0
609,102,40.76123593092926,-73.97427086852542,19,12,49,1
609,102,40.75623590915494,-73.97421982966182,19,12,37,0
610,102,40.735970593961255,-73.99746548146061,19,12,56,1
610,102,40.72387555238821,-74.00350809790245,19,12,37,0
613,103,40.76561316099979,-73.97970792366243,19,0,51,1
613,103,40.73359406736709,-73.99731567822448,19,1,2,0
617,103,40.734256610246675,-73.99326701410166,19,22,48,1
617,103,40.775217248099224,-73.97616670554555,19,23,6,0
621,104,40.76904594522931,-73.9648958970239,8,13,53,1
621,104,40.74723972330831,-73.98500915378384,8,13,37,0
622,104,40.74065883641161,-73.98372406739793,18,19,31,1
622,104,40.72665952515818,-73.98993703763983,18,19,37,0
630,105,40.75678482462682,-73.99735461682133,17,19,37,1
630,105,40.68233830292739,-73.99763845972768,17,20,6,0
638,107,40.74858749422275,-73.98421826720289,19,2,41,1
638,107,40.733544550808446,-73.97318812547303,19,2,48,0
642,107,40.73466224406876,-73.99981347233108,19,11,42,1
642,107,40.74539890836023,-73.9908632835751,19,12,1,0
646,108,40.776140578063504,-73.97703168745204,19,8,29,1
646,108,40.772259110557215,-73.87793463416449,19,8,56,0
652,109,40.783202642547266,-73.96002491790853,18,19,56,1
652,109,40.789173217462675,-73.95373822510294,18,19,28,0
658,110,40.76630930134125,-73.98675850726715,19,8,40,1
658,110,40.77441253696598,-73.96292104240558,19,8,56,0
664,111,40.72271515798785,-74.00510478898934,19,10,11,1
664,111,40.74208513644554,-73.99455813266388,19,10,53,0
668,112,40.782737692790406,-73.94903435878507,19,7,17,1
668,112,40.76918673512556,-73.96400439966521,19,7,19,0
670,112,40.770987432422416,-73.95716653153352,17,21,36,1
670,112,40.77844418023743,-73.96200951788626,17,21,41,0
672,112,40.811342721777336,-73.9501800364261,18,18,20,1
672,112,40.759886858025865,-73.98402976006321,18,18,41,0
685,115,40.768794126781,-73.96303773246757,12,19,14,1
685,115,40.77627190758504,-73.96018307138286,12,19,18,0
686,115,40.719872238086836,-74.00622191228024,10,23,47,1
686,115,40.72063188438334,-74.00309922866575,10,23,51,0
693,116,40.77841975350894,-73.95630988054029,14,2,2,1
693,116,40.751707526856634,-73.91798174329153,14,2,15,0
694,116,40.782697930904405,-73.9612187132617,10,21,12,1
694,116,40.78068523478724,-73.95303921535663,10,21,13,0
707,118,40.73603540283658,-74.00650032557598,19,1,30,1
707,118,40.75838491969772,-73.9655886808788,19,1,45,0
710,119,40.75843112540461,-73.99310405500285,18,16,31,1
710,119,40.7437399057395,-73.99318590149335,18,16,37,0
719,120,40.71580276076712,-74.0121599058067,19,10,4,1
719,120,40.71874106486358,-74.0090863736724,19,10,10,0
720,120,40.75706357273303,-73.98449209466628,19,10,2,1
720,120,40.753105476703794,-73.9872270165389,19,10,15,0
721,121,40.783916698741095,-73.87277263350836,19,9,56,1
721,121,40.734952287720816,-73.88864178903452,19,10,8,0
724,121,40.75459998074949,-73.97194295394286,18,16,28,1
724,121,40.77202839960374,-73.9868191419547,18,16,41,0
744,124,40.79575083960809,-73.99414684385113,13,10,56,1
744,124,40.78921355490603,-73.98588492855481,13,10,33,0
752,126,40.77082489986934,-73.96922157326765,2,14,53,1
752,126,40.77910257128097,-73.95802981913141,2,14,37,0
753,126,40.73725617581077,-73.99624781630985,2,15,7,1
753,126,40.76494529747434,-73.97837340989201,2,15,14,0
758,127,40.76522036266543,-73.97451857105182,5,19,0,1
758,127,40.7529901648828,-73.98848800309054,2,19,8,0
761,127,40.74217528847076,-74.00053910672716,18,18,0,1
761,127,40.73002924953617,-73.98779936548374,18,18,11,0
768,128,40.75260066651536,-74.00004882685892,18,18,28,1
768,128,40.74967583382532,-73.99581680208496,18,19,3,0
783,131,40.74679374645494,-73.99838186562113,18,22,2,1
783,131,40.740698085138874,-74.00139303639583,18,22,8,0
790,132,40.75337996144809,-73.97902125719986,18,21,53,1
790,132,40.72622521591403,-73.98102837422914,18,22,6,0
792,132,40.76481201683201,-73.98719178739987,12,9,37,1
792,132,40.7826788872204,-73.95746323227934,12,10,10,0
793,133,40.74942957583845,-73.97275969357281,18,18,21,1
793,133,40.77033088539757,-73.95695299230567,18,18,53,0
794,133,40.76056895029761,-73.9926446466153,18,18,21,1
794,133,40.738753106417434,-74.00276787154428,18,18,53,0
808,135,40.779269674765246,-73.9744521370186,18,18,11,1
808,135,40.76098018509366,-73.98722238041512,18,18,23,0
816,136,40.72914745283343,-73.99149344995669,17,21,21,1
816,136,40.728276431532876,-74.00247254170529,17,21,29,0
818,137,40.83115750362195,-73.9357274542009,18,14,35,1
818,137,40.76878789623298,-73.8777347648894,18,15,11,0
820,137,40.740181025089996,-74.00051165878824,18,22,37,1
820,137,40.76878470365919,-73.98264631949417,18,22,45,0
822,137,40.73616990071751,-74.0027596665924,18,22,32,1
822,137,40.765554434592204,-73.98402410320989,18,22,46,0
824,138,40.75457490232803,-73.98879063636116,18,22,38,1
824,138,40.76602951248206,-73.97630534583288,18,22,46,0
837,140,40.715438125627415,-73.9887590775644,18,22,48,1
837,140,40.71812881340303,-73.99358068913273,18,22,56,0
840,140,40.79886711572327,-73.95712874218873,19,11,6,1
840,140,40.77633691762604,-73.96110995061747,19,11,14,0
843,141,40.73159705658473,-73.99727100826851,12,9,56,1
843,141,40.74468978910737,-73.99055410217545,12,10,15,0
844,141,40.73421844092228,-74.00534904882363,18,23,46,1
844,141,40.73197981712438,-74.00950340129486,18,23,29,0
849,142,40.739177481243686,-74.00723324663988,18,23,32,1
849,142,40.7728168032787,-73.95709513075701,18,23,47,0
859,144,40.754931395147295,-73.97725187259778,19,19,13,1
859,144,40.78086198863603,-73.95094522409192,19,19,22,0
860,144,40.764905710676985,-73.98338679451547,19,20,53,1
860,144,40.720586163895504,-74.00693731702916,19,20,45,0
861,144,40.728137731524484,-74.00429902546159,19,19,10,1
861,144,40.71947837059416,-73.97829999396629,19,19,26,0
869,145,40.78117046874978,-73.95357970096222,19,12,48,1
869,145,40.7838352527193,-73.95714901335589,19,12,29,0
877,147,40.74885284455523,-73.98274739174224,19,20,32,1
877,147,40.75930218675204,-73.98481308896146,19,20,53,0
884,148,40.76400442604937,-73.96943886805377,19,12,29,1
884,148,40.776153068961875,-73.9582289992278,19,12,33,0
885,148,40.76223892436393,-73.97989482287369,19,12,37,1
885,148,40.75828245558806,-73.97248770197905,19,13,6,0
887,148,40.7593448059357,-73.97076151281647,19,14,2,1
887,148,40.737735863747375,-73.97075555281765,19,14,9,0
888,148,40.747943682102786,-74.00104916229895,19,17,49,1
888,148,40.7574717327676,-73.99408488296024,19,17,37,0
896,150,40.75112282598421,-73.98736465856484,19,17,49,1
896,150,40.74609221887805,-73.99407636322132,19,17,37,0
897,150,40.762681713300125,-73.97973660700075,19,12,53,1
897,150,40.73835427311279,-73.98543377447925,19,12,28,0
899,150,40.76014708352305,-73.97253294446557,19,14,4,1
899,150,40.74830834611349,-73.98020298913173,19,14,12,0
905,151,40.77240604531981,-73.95098772592894,19,7,28,1
905,151,40.74078823902674,-73.98031286843172,19,7,37,0
909,152,40.76022031155445,-73.97694448282994,19,12,0,1
909,152,40.75851203219064,-73.9852511598175,19,12,12,0
939,157,40.71031519954123,-74.00957168214074,13,5,38,1
939,157,40.65061474402465,-74.15546394087426,13,6,5,0
944,158,40.74437591710158,-74.00390260614506,18,19,29,1
944,158,40.752522787808275,-73.98849938478372,18,20,0,0
951,159,40.7348258848957,-73.99374998122505,18,19,56,1
951,159,40.723653599592225,-73.99759668245963,18,20,1,0
953,159,40.77213928100683,-73.9662122674664,18,19,47,1
953,159,40.76436998412974,-73.97873905644803,18,19,51,0
959,160,40.76442794964679,-73.95944908116064,17,21,34,1
959,160,40.776520408662336,-73.97279119835287,17,21,42,0
970,162,40.760394839542286,-73.97968957288242,17,21,30,1
970,162,40.785415498512165,-73.94863950036518,17,21,42,0
972,162,40.74580995922007,-73.99823647499136,18,21,2,1
972,162,40.73266121183552,-73.98758993338845,18,21,11,0
981,164,40.73152142387845,-73.98618893645755,17,19,37,1
981,164,40.722481306614654,-73.99698703870229,17,20,0,0
985,165,40.74376516693302,-74.00208888895861,17,19,49,1
985,165,40.75858824697353,-73.9840782344719,17,19,28,0
988,165,40.753485757480675,-73.97868314030632,18,19,24,1
988,165,40.74088399947651,-73.99048978410713,18,19,36,0
995,166,40.73076358434774,-73.99531239219061,19,0,8,1
995,166,40.765055359313564,-73.98727133072964,19,0,20,0
998,167,40.77334997986473,-73.96059323050133,19,10,32,1
998,167,40.76340742406465,-73.95839105308107,19,10,36,0
1002,167,40.74789003512852,-74.02057137660734,11,1,46,1
1002,167,40.75114555555193,-74.02280038170568,11,1,46,0
1004,168,40.71836371903338,-74.00280702620796,11,6,28,1
1004,168,40.75133073717153,-73.98292441707156,11,7,9,0
1010,169,40.74880882140279,-73.99291231431118,18,22,10,1
1010,169,40.73598363620259,-73.99042135331831,18,22,16,0
1019,170,40.739393040510194,-74.00409806095115,19,1,48,1
1019,170,40.76193435114838,-73.9874991694843,19,1,56,0
1025,171,40.7792608234755,-73.97744386544503,19,10,4,1
1025,171,40.79002411474504,-73.95491781778685,19,10,13,0
1028,172,40.75510808566615,-73.99103162758104,19,10,7,1
1028,172,40.76775115911879,-73.97711700847424,19,10,16,0
1031,172,40.734973603831904,-74.00331393204681,19,10,10,1
1031,172,40.7197802085153,-74.00404160231403,19,10,18,0
1034,173,40.76026379966207,-73.98742274329118,18,18,21,1
1034,173,40.78656247069158,-73.9699079151643,18,18,30,0
1036,173,40.718556163804905,-74.00739913754217,18,18,28,1
1036,173,40.748753608176784,-74.00184427149645,18,18,36,0
1039,174,40.77581978400268,-73.95630610123328,19,8,47,1
1039,174,40.75415542951815,-73.97100762039474,19,8,28,0
1040,174,40.765393496463375,-73.96607866831175,19,8,46,1
1040,174,40.72292241637625,-73.98183688934944,19,8,28,0
1044,174,40.73703846984573,-73.98886040359787,19,8,39,1
1044,174,40.75957583121054,-73.97135185165382,19,8,42,0
1047,175,40.78645530154027,-73.96892259962908,19,8,49,1
1047,175,40.75991256811686,-73.98123226774908,19,9,3,0
1058,177,40.75738070623048,-73.98960644699685,19,8,56,1
1058,177,40.760664590606766,-73.97970959538645,19,9,2,0
1062,177,40.78104744848825,-73.9762590930942,5,13,28,1
1062,177,40.76857283894934,-73.97322756209462,5,13,40,0
1064,178,40.73915099536099,-73.98828136775694,2,15,40,1
1064,178,40.75490606433742,-73.97637344181123,4,15,47,0
1070,179,40.764896345297174,-73.97391563101257,5,23,33,1
1070,179,40.7361835557691,-74.00712954945914,2,23,46,0
1073,179,40.75061760816753,-73.97345094167679,2,15,23,1
1073,179,40.77142274190702,-73.95671641588262,2,15,53,0
1080,180,40.78771589879908,-73.97289286478474,18,18,56,1
1080,180,40.75764433152072,-73.98840824741922,18,19,5,0
1086,181,40.73318030123629,-74.00198661297611,18,18,56,1
1086,181,40.730230405899064,-73.99146595172635,18,19,1,0
1088,182,40.7947649415306,-73.96433575492404,18,18,53,1
1088,182,40.76090770305164,-73.9823619522532,18,19,7,0
1094,183,40.76931466159441,-73.97786497132904,18,18,16,1
1094,183,40.77339371104755,-73.9775334388861,18,18,19,0
1107,185,40.72477385957755,-73.99151557631842,18,21,51,1
1107,185,40.744675195282625,-73.99382535129837,18,22,0,0
1110,185,40.74806447650336,-73.98407931014947,18,21,33,1
1110,185,40.75425231989503,-73.99645991943828,18,22,4,0
1116,186,40.77624271062233,-73.97895268298737,18,21,37,1
1116,186,40.746919851722495,-73.98927601561002,18,22,7,0
1126,188,40.73942153525569,-73.98608134262315,14,13,53,1
1126,188,40.73306421001472,-73.98429829668305,14,13,32,0
1127,188,40.72726051692881,-74.00351363368384,18,23,32,1
1127,188,40.73310890418507,-73.99329865299217,18,23,37,0
1130,189,40.747819495359735,-73.9998835655307,18,23,40,1
1130,189,40.781859589712994,-73.97592870041547,18,23,49,0
1134,189,40.75005516535167,-73.99166700750641,18,23,37,1
1134,189,40.74425629244216,-73.99449451029352,18,23,47,0
1140,190,40.75048574662797,-73.98637963779322,17,21,29,1
1140,190,40.74597328246601,-73.9743061299115,17,21,38,0
1143,191,40.73775318914123,-74.0205850968515,17,21,16,1
1143,191,40.70792599950947,-74.02951244957796,17,21,24,0
1148,192,40.72653874565877,-74.00045740366033,18,14,51,1
1148,192,40.7740380633346,-73.97972251096792,18,15,10,0
1152,192,40.74628782921501,-73.98977904621563,18,15,2,1
1152,192,40.73419311081089,-73.99670410849205,18,15,11,0
1153,193,40.764047485748605,-73.9824690301349,19,9,47,1
1153,193,40.77096304853477,-73.99341989070228,19,9,56,0
1158,193,40.780582720386164,-73.956584488452,19,12,38,1
1158,193,40.76886442487158,-73.97858117282442,19,12,51,0
1175,196,40.72824095373072,-73.98303144838712,8,9,32,1
1175,196,40.73005830307521,-73.99401450477592,8,9,42,0
1180,197,40.73981767703809,-74.00172852113894,19,12,7,1
1180,197,40.71798832153,-74.0039830929046,19,12,17,0
1192,199,40.768041878911035,-73.96143491886608,19,10,49,1
1192,199,40.76035582364567,-73.98141757393307,19,11,5,0
1193,199,40.76950641718723,-73.95961480069957,19,10,53,1
1193,199,40.758251759196,-73.97203220537915,19,11,0,0
1198,200,40.735894625978844,-73.98300515621952,19,12,37,1
1198,200,40.74645160974033,-73.97990041919104,19,13,5,0
1202,201,40.7579428166806,-73.98522262688778,19,12,41,1
1202,201,40.795130958753006,-73.95050007052771,19,13,2,0
1204,201,40.75077289177135,-73.90524061717144,19,12,29,1
1204,201,40.748320194864945,-73.90727257676474,19,13,5,0
1207,202,40.841664699809925,-73.92819823272578,19,17,30,1
1207,202,40.73896275923617,-73.99016217649034,19,17,28,0
1208,202,40.75334029874794,-73.98289357446185,19,13,10,1
1208,202,40.726826624917166,-73.9782065697392,19,13,34,0
1209,202,40.73805987087108,-73.98027365136943,19,13,37,1
1209,202,40.76825085838355,-73.95835402928344,19,14,3,0
1228,205,40.75300295403723,-73.99340886570565,19,13,32,1
1228,205,40.76558404413082,-73.86735568143479,19,13,42,0
1230,205,40.7550703482426,-73.98295845318637,19,13,56,1
1230,205,40.74778435376503,-73.9817706443747,19,13,33,0
1231,206,40.76006917559572,-73.97401978681148,18,19,21,1
1231,206,40.80006601099886,-73.96869035245902,18,19,37,0
1235,206,40.76648354341306,-73.9707265835633,19,12,41,1
