lat,lon,day,hour,min,pickup_dropoff
40.68477134962596,-73.99203259818307,18.0,20.0,43.0,0.0
40.77609973398067,-73.98357439640961,18.0,22.0,23.0,1.0
40.762631243998484,-73.96000986307911,18.0,22.0,29.0,0.0
40.77556728010096,-73.94687296211771,18.0,22.0,28.0,1.0
40.75611656389229,-73.95875436201743,18.0,22.0,33.0,0.0
40.72942632992782,-73.98706263624183,18.0,21.0,3.0,1.0
40.74337349084236,-74.0054930368816,18.0,21.0,20.0,0.0
40.710327012436764,-74.01049023069493,18.0,22.0,23.0,1.0
40.72402583804943,-73.9965801755344,18.0,22.0,28.0,0.0
40.77370263447084,-73.98059184517763,18.0,22.0,14.0,1.0
40.78146096502461,-73.9593339072918,18.0,22.0,23.0,0.0
40.750337639795916,-74.00537718966655,18.0,21.0,15.0,1.0
40.751775834448935,-74.00045660831086,18.0,21.0,17.0,0.0
40.75334093786806,-73.9798796246206,19.0,10.0,47.0,1.0
40.75582317353256,-73.98304431833378,19.0,10.0,51.0,0.0
40.74785371261679,-73.98668477166495,11.0,20.0,20.0,1.0
40.760996292317586,-73.98120313225365,11.0,20.0,31.0,0.0
40.7668855162061,-73.99088450469128,13.0,11.0,38.0,1.0
40.7537013168636,-73.9932218412315,13.0,11.0,47.0,0.0
40.79086265896477,-73.93964775227062,13.0,8.0,29.0,1.0
40.789131781058686,-73.94415120169572,13.0,8.0,32.0,0.0
40.73122806658067,-73.98617104295693,18.0,23.0,42.0,1.0
40.743404117385225,-73.98219594679824,18.0,23.0,48.0,0.0
40.76092311923422,-73.9805199275171,19.0,15.0,26.0,1.0
40.76367533017911,-73.97817853087611,19.0,15.0,35.0,0.0
40.74987415431097,-73.98945586238108,19.0,2.0,45.0,1.0
40.72946718891181,-73.99674804829112,19.0,2.0,4.0,0.0
40.72301033695258,-73.99455519340984,19.0,10.0,2.0,1.0
40.70998845432915,-74.0068232523655,19.0,11.0,4.0,0.0
40.75891788906448,-73.98323438171349,19.0,11.0,3.0,1.0
40.76390744370438,-73.96905147418431,19.0,11.0,8.0,0.0
40.76990480345704,-73.96849039703659,19.0,2.0,21.0,1.0
40.74448820293911,-73.99818727880768,19.0,2.0,31.0,0.0
40.767963115098254,-73.98031410755641,19.0,20.0,17.0,1.0
40.77131414038159,-73.98082289001024,19.0,20.0,23.0,0.0
40.75795478743531,-73.97192723414912,19.0,20.0,4.0,1.0
40.751715373540364,-73.99851605244032,19.0,20.0,21.0,0.0
40.71697987799563,-73.98813794873706,14.0,19.0,22.0,1.0
40.74674655447744,-73.97813236963987,14.0,19.0,36.0,0.0
40.769443679573314,-73.98361317016236,12.0,11.0,16.0,1.0
40.74014353004314,-73.99518957309476,12.0,11.0,34.0,0.0
40.78117583875574,-73.96189916081778,12.0,11.0,35.0,1.0
40.78959427212395,-73.94645385578326,12.0,11.0,41.0,0.0
40.769206350641625,-73.98002999410085,19.0,10.0,4.0,1.0
40.7357415258608,-73.98570368293724,19.0,11.0,8.0,0.0
40.55800081600465,-73.78203599847905,19.0,10.0,4.0,1.0
40.76275578790374,-73.96289355348847,19.0,11.0,2.0,0.0
40.789252204792874,-73.96743178548343,13.0,9.0,4.0,1.0
40.77838522565581,-73.97761945327795,13.0,9.0,57.0,0.0
40.77045300600149,-73.8636572802817,12.0,10.0,4.0,1.0
40.74303565450974,-73.99570389039866,12.0,11.0,22.0,0.0
40.75877752012603,-73.99100955337337,15.0,20.0,23.0,1.0
40.76144322563924,-73.96778913628361,15.0,20.0,29.0,0.0
40.73688406215079,-74.0064666824793,19.0,11.0,24.0,1.0
40.74457638661407,-73.99734541535429,19.0,11.0,32.0,0.0
40.749602180878,-73.99297020904771,19.0,2.0,45.0,1.0
40.70543866788067,-73.94428056240133,19.0,3.0,5.0,0.0
40.77063088116266,-73.97501931784711,17.0,19.0,57.0,1.0
40.75775055025734,-73.99456030823342,17.0,20.0,10.0,0.0
40.7706654257796,-73.97782666067644,19.0,21.0,23.0,1.0
40.72188699056424,-74.00659229926816,19.0,21.0,41.0,0.0
40.74406127442636,-73.99398344144277,19.0,15.0,12.0,1.0
40.76856303584792,-73.94696252554706,19.0,15.0,29.0,0.0
40.74174694900431,-73.98310697957925,19.0,15.0,24.0,1.0
40.74588574373193,-73.97216136165946,19.0,15.0,31.0,0.0
40.77870660644986,-73.95705823920719,19.0,15.0,29.0,1.0
40.76612916958548,-73.97436446347558,19.0,15.0,38.0,0.0
40.78871792738356,-73.9823375641746,19.0,12.0,17.0,1.0
40.774106657104866,-73.96402317233435,19.0,12.0,43.0,0.0
40.75586079756759,-73.95764274656824,19.0,2.0,37.0,1.0
40.76949902062334,-73.90307180531374,19.0,2.0,49.0,0.0
40.75212700250414,-73.98166437674365,19.0,11.0,5.0,1.0
40.759814637685494,-73.98234720615721,19.0,11.0,13.0,0.0
40.744595631929414,-73.99995308317295,19.0,11.0,0.0,1.0
40.75491489187844,-73.98436181660793,19.0,11.0,10.0,0.0
40.74053639357008,-74.00059649482421,19.0,2.0,56.0,1.0
40.734381165327804,-73.98543283384345,19.0,3.0,1.0,0.0
40.742648277404086,-73.98956681270204,19.0,11.0,13.0,1.0
40.739696122678296,-73.98209987482107,19.0,11.0,16.0,0.0
40.728220051126854,-73.98326086852751,19.0,2.0,57.0,1.0
40.732866862761156,-73.97724468115769,19.0,2.0,28.0,0.0
40.761654754141645,-73.97605897096503,19.0,11.0,3.0,1.0
40.75687413892739,-73.97604097350552,19.0,11.0,4.0,0.0
40.7620515953473,-73.97730583855002,19.0,10.0,44.0,1.0
40.713167348848955,-74.0081647592043,19.0,11.0,10.0,0.0
40.75611681581505,-73.9672666661819,18.0,19.0,31.0,1.0
40.764635185683446,-73.98997788544796,18.0,19.0,40.0,0.0
40.737992969313936,-73.99541035056166,18.0,19.0,38.0,1.0
40.73093467948057,-73.9916607322549,18.0,19.0,44.0,0.0
40.77699178454496,-73.96584433637611,19.0,21.0,31.0,1.0
40.745026119957046,-73.98038545757584,19.0,21.0,44.0,0.0
40.75375070222218,-73.9873075927054,19.0,19.0,56.0,1.0
40.731178648742215,-73.99907510861806,19.0,20.0,19.0,0.0
40.74330490266003,-73.9946202146267,19.0,21.0,17.0,1.0
40.72815612887062,-73.88713247276894,19.0,21.0,36.0,0.0
40.75115202288872,-73.98150113405711,19.0,21.0,38.0,1.0
40.741447244743185,-73.98469462379865,19.0,21.0,47.0,0.0
40.65243284960307,-73.81489921309105,18.0,19.0,11.0,1.0
40.74046492294438,-73.9849258907517,18.0,19.0,41.0,0.0
40.75278580843734,-73.97892566159419,18.0,22.0,35.0,1.0
40.77710951303162,-73.95166269078902,18.0,22.0,43.0,0.0
40.69823491756834,-73.99593970127455,19.0,1.0,2.0,1.0
40.700922751771586,-73.9933830997353,19.0,2.0,8.0,0.0
40.76384413332708,-73.97497605709043,19.0,2.0,19.0,1.0
40.71968121265091,-74.0044818980997,19.0,2.0,36.0,0.0
40.78208867271461,-73.96431279782257,19.0,15.0,2.0,1.0
40.76954083141901,-73.89482792414776,19.0,15.0,34.0,0.0
40.784634755896704,-73.94981425948492,19.0,8.0,29.0,1.0
40.751770206488445,-73.97043139435402,19.0,8.0,48.0,0.0
40.781487533795016,-73.95408265799335,19.0,8.0,46.0,1.0
40.782829947742,-73.9596445592498,19.0,8.0,51.0,0.0
40.75856867942058,-73.96820309240422,19.0,8.0,47.0,1.0
40.766723565729635,-73.94593775592796,19.0,8.0,53.0,0.0
40.747031384585725,-73.98754943575761,19.0,8.0,19.0,1.0
40.83299630691327,-73.94327201642147,19.0,8.0,46.0,0.0
40.745354862390386,-73.9904813006898,19.0,21.0,42.0,1.0
40.73760109950818,-73.98980958335153,19.0,21.0,45.0,0.0
40.750110509428495,-73.99405506573669,14.0,1.0,14.0,1.0
40.72642404397048,-73.98396543361298,14.0,1.0,28.0,0.0
40.724459424587266,-74.0047816591715,8.0,16.0,40.0,1.0
40.72631414418139,-73.9840037566056,8.0,16.0,45.0,0.0
40.76792270128645,-73.97762057622015,13.0,3.0,5.0,1.0
40.72700693455555,-73.99193578347615,13.0,3.0,26.0,0.0
40.72384103012301,-73.98499045189521,19.0,2.0,37.0,1.0
40.732524709748404,-73.99487732298724,19.0,2.0,43.0,0.0
40.750959888072984,-73.9929423531895,19.0,11.0,3.0,1.0
40.75580143320404,-73.99116550706378,19.0,11.0,12.0,0.0
40.733550764592664,-73.99286531977407,19.0,2.0,45.0,1.0
40.74626160829358,-73.97496356253134,19.0,2.0,53.0,0.0
40.75483623563342,-73.97182224103301,19.0,11.0,14.0,1.0
40.762284642989115,-73.9645221861457,19.0,11.0,22.0,0.0
40.71535920162715,-74.00452808052353,19.0,2.0,46.0,1.0
40.78459023122706,-73.94352603279106,19.0,3.0,1.0,0.0
40.774875435950534,-73.96093998517892,12.0,9.0,14.0,1.0
40.75318429406762,-73.96406092256359,12.0,9.0,28.0,0.0
40.73324942958571,-73.99033459596387,18.0,19.0,30.0,1.0
40.729783879565375,-73.99591336347214,18.0,19.0,37.0,0.0
40.73054450747587,-73.99344295769981,19.0,2.0,5.0,1.0
40.721615487682,-73.99075324222497,19.0,2.0,11.0,0.0
40.74031346754201,-73.99301868625037,18.0,19.0,38.0,1.0
40.75890372457944,-74.00220091775111,18.0,19.0,51.0,0.0
40.722047816934364,-73.98755748610995,19.0,2.0,13.0,1.0
40.68894682635583,-73.89796336688153,19.0,2.0,33.0,0.0
40.727811712744014,-73.98530016973666,13.0,4.0,31.0,1.0
40.77066716362752,-73.97425534355273,13.0,4.0,53.0,0.0
40.7656408520139,-73.97542847073339,19.0,7.0,45.0,1.0
40.770070202621,-73.9655343065416,19.0,7.0,51.0,0.0
40.77493856285729,-73.95556805603258,8.0,17.0,7.0,1.0
40.78266406615295,-73.96915291057951,8.0,17.0,14.0,0.0
40.757802771376745,-73.96700650773994,19.0,21.0,43.0,1.0
40.729364942731635,-73.99357441760651,19.0,21.0,41.0,0.0
40.74895744046226,-73.97930437041498,18.0,16.0,45.0,1.0
40.75736887563981,-73.97141020203992,18.0,16.0,49.0,0.0
40.7669267384059,-73.95415830187551,18.0,19.0,29.0,1.0
40.762080796035306,-73.98556696198932,18.0,19.0,45.0,0.0
40.75877195687063,-73.99410997837833,17.0,20.0,1.0,1.0
40.74809625765339,-73.99715846166066,17.0,20.0,4.0,0.0
40.74517894859456,-73.9877150463318,19.0,8.0,53.0,1.0
40.739399754414634,-74.00116956740669,19.0,8.0,4.0,0.0
40.76654281743832,-73.96802425378985,19.0,8.0,41.0,1.0
40.77513861280896,-73.96507265273533,19.0,8.0,46.0,0.0
40.746002942761706,-73.99575119413487,18.0,19.0,4.0,1.0
40.771059391992466,-73.9851727834349,18.0,19.0,2.0,0.0
40.769302548813,-73.96709180943719,12.0,18.0,39.0,1.0
40.76850444634475,-73.97043829964525,12.0,18.0,49.0,0.0
40.79474221353449,-73.94295899517886,12.0,10.0,39.0,1.0
40.784542785929816,-73.94951311074249,12.0,10.0,48.0,0.0
40.76981211450912,-73.98343501374177,8.0,11.0,2.0,1.0
40.766669945763724,-73.98453538999013,8.0,12.0,1.0,0.0
40.75906552418165,-73.97891245031781,19.0,10.0,2.0,1.0
40.78816105981387,-73.97179725923627,19.0,11.0,17.0,0.0
40.78768100027956,-73.96495011955551,8.0,11.0,52.0,1.0
40.75863261564665,-73.9855440477287,8.0,12.0,2.0,0.0
40.76241725866713,-73.96450352802924,18.0,22.0,38.0,1.0
40.75611065604754,-73.96415378008089,18.0,22.0,43.0,0.0
40.764412241960244,-73.95773684367589,19.0,19.0,10.0,1.0
40.77336104025163,-73.95371769316546,19.0,19.0,19.0,0.0
40.74794052305661,-73.97778303892403,19.0,19.0,3.0,1.0
40.789628924774306,-73.93250073440424,19.0,19.0,19.0,0.0
40.738822844783144,-74.00096172042242,18.0,22.0,31.0,1.0
40.72297703099467,-73.98694606445781,18.0,22.0,44.0,0.0
40.739448346169965,-73.98940220702491,19.0,20.0,36.0,1.0
40.73663811662264,-73.98811159137688,19.0,20.0,41.0,0.0
40.74649063122489,-73.98338520009122,19.0,19.0,11.0,1.0
40.7230918127767,-74.00080767780594,19.0,19.0,22.0,0.0
40.740277994396465,-73.99483641929976,19.0,20.0,43.0,1.0
40.745057278750764,-73.98014714703015,19.0,20.0,33.0,0.0
40.790454583214895,-73.95892458170704,20.0,0.0,26.0,1.0
40.76461031378277,-73.9476287173485,20.0,0.0,33.0,0.0
40.77779271450855,-73.94960049115173,19.0,12.0,53.0,1.0
40.76822389473237,-73.97787147475458,19.0,13.0,4.0,0.0
40.7204841393701,-73.99350475095264,19.0,12.0,43.0,1.0
40.74810662280798,-73.98184412665717,19.0,13.0,4.0,0.0
40.77200472352125,-73.95691704139165,19.0,12.0,45.0,1.0
40.7632413776315,-73.9767096548486,19.0,13.0,2.0,0.0
40.74528575965233,-73.97918543772823,18.0,23.0,57.0,1.0
40.784338453756945,-73.93435347028128,19.0,0.0,6.0,0.0
40.75335049638089,-73.99540156446449,19.0,4.0,28.0,1.0
40.83463488330163,-73.89918488957039,19.0,5.0,20.0,0.0
40.649730106788056,-73.79397725261799,18.0,22.0,42.0,1.0
40.72973019068159,-73.98455662787012,18.0,23.0,6.0,0.0
40.76632565909095,-73.96670404210738,19.0,12.0,49.0,1.0
40.75687166905992,-73.97461751738149,19.0,12.0,2.0,0.0
40.72908427004732,-73.99820385448686,19.0,12.0,56.0,1.0
40.724821193116085,-73.99844189867429,19.0,12.0,2.0,0.0
40.77294101563312,-73.97985974647156,19.0,0.0,51.0,1.0
40.73363099803247,-73.99551638536207,19.0,1.0,2.0,0.0
40.734005419509785,-73.99028574995748,19.0,22.0,48.0,1.0
40.78473814015307,-73.96201268158904,19.0,23.0,6.0,0.0
40.76615000513412,-73.95681920595518,8.0,13.0,43.0,1.0
40.73824289624609,-73.97989627014897,8.0,13.0,2.0,0.0
40.73832348358847,-73.98221292154915,18.0,19.0,31.0,1.0
40.72938638363995,-73.98890342511288,18.0,19.0,37.0,0.0
40.7618894455678,-73.9892155141016,17.0,19.0,37.0,1.0
40.696193838464396,-73.9852002881845,17.0,20.0,6.0,0.0
40.749517096411736,-73.98605993058584,19.0,2.0,41.0,1.0
40.73343896863081,-73.97547261417196,19.0,2.0,48.0,0.0
40.73795098529227,-73.998775543124,19.0,11.0,57.0,1.0
40.7446370022095,-73.99201828189246,19.0,12.0,1.0,0.0
40.777924405383246,-73.97273429058544,19.0,8.0,29.0,1.0
40.76520841100283,-73.87097221560828,19.0,8.0,56.0,0.0
40.779969461234586,-73.9515538210427,18.0,19.0,56.0,1.0
40.78981356506266,-73.94436057232372,18.0,19.0,28.0,0.0
40.76374503594853,-73.99113822117499,19.0,8.0,40.0,1.0
40.76861049232103,-73.96127704478852,19.0,8.0,52.0,0.0
40.722479570629375,-73.9979898980265,19.0,10.0,11.0,1.0
40.74255916287221,-73.9864841200789,19.0,10.0,43.0,0.0
40.783735470818655,-73.95213279075972,19.0,7.0,17.0,1.0
40.779815554591195,-73.95448279328696,19.0,7.0,19.0,0.0
40.77597057630338,-73.97046157665602,17.0,21.0,36.0,1.0
40.781755270408766,-73.96594354085676,17.0,21.0,41.0,0.0
40.82045159299888,-73.94904019631497,18.0,18.0,20.0,1.0
40.76509750072874,-73.98340258322708,18.0,18.0,41.0,0.0
40.77204957229115,-73.95294559881143,12.0,19.0,14.0,1.0
40.78377196003713,-73.94483078964106,12.0,19.0,18.0,0.0
40.7196750733725,-74.00860082306019,10.0,23.0,47.0,1.0
40.72451265526034,-74.00615617580763,10.0,23.0,51.0,0.0
40.783542001592295,-73.95056220278195,14.0,2.0,2.0,1.0
40.754035123130606,-73.91526894964329,14.0,2.0,15.0,0.0
40.78231500645198,-73.96734889917127,10.0,21.0,12.0,1.0
40.78488996063389,-73.95187206514231,10.0,21.0,13.0,0.0
40.74146476292081,-74.00754585810057,19.0,1.0,30.0,1.0
40.75899082140096,-73.96646923892251,19.0,1.0,45.0,0.0
40.761927399756686,-73.99381952494434,18.0,16.0,31.0,1.0
40.74585650765367,-73.99399952910892,18.0,16.0,37.0,0.0
40.71080560793199,-73.9998088566964,19.0,10.0,4.0,1.0
40.71813337688364,-73.99793117255024,19.0,10.0,10.0,0.0
40.761111762347,-73.98117863381333,19.0,10.0,2.0,1.0
40.75914328868531,-73.98898621596447,19.0,10.0,15.0,0.0
40.76378667444952,-73.88199054397694,19.0,9.0,52.0,1.0
40.73023393561162,-73.89270541764847,19.0,10.0,8.0,0.0
40.7608420969642,-73.96743199735931,18.0,16.0,28.0,1.0
40.781929049613254,-73.98660551704518,18.0,16.0,41.0,0.0
40.78822588731565,-73.99240976706199,13.0,10.0,52.0,1.0
40.786209186511414,-73.98139544989965,13.0,10.0,57.0,0.0
40.77440813367285,-73.95970022812537,7.0,14.0,53.0,1.0
40.781903160708325,-73.94959621265582,7.0,14.0,4.0,0.0
40.74053796657391,-73.99606692180089,7.0,15.0,7.0,1.0
40.76364680376865,-73.97425517277145,2.0,15.0,14.0,0.0
40.763440758893566,-73.9748872627489,5.0,19.0,0.0,1.0
40.7517223050687,-73.98389985546521,7.0,19.0,8.0,0.0
40.74261150506355,-74.00155373796872,18.0,18.0,0.0,1.0
40.72650614936866,-73.98593582533351,18.0,18.0,11.0,0.0
40.74697553922452,-73.99680084496788,18.0,18.0,28.0,1.0
40.745394645231144,-73.99420941382698,18.0,19.0,3.0,0.0
40.74782410261251,-73.9976762006437,18.0,22.0,2.0,1.0
40.74602132800065,-73.99911547958902,18.0,22.0,8.0,0.0
40.75701810370229,-73.97690048843208,18.0,21.0,53.0,1.0
40.728172186734454,-73.98283717449806,18.0,22.0,6.0,0.0
40.76973135580339,-73.9853674959769,12.0,9.0,4.0,1.0
40.78711896573223,-73.95310953579894,12.0,10.0,10.0,0.0
40.749299014192374,-73.97537683297116,18.0,18.0,21.0,1.0
40.76854993400194,-73.95527302421681,18.0,18.0,43.0,0.0
40.75783236973949,-73.99678158149175,18.0,18.0,21.0,1.0
40.73841948245682,-74.00177332520536,18.0,18.0,43.0,0.0
40.7851003836564,-73.96328512713364,18.0,18.0,11.0,1.0
40.76871023696877,-73.98417670134506,18.0,18.0,23.0,0.0
40.741849295767324,-73.993165242896,17.0,21.0,21.0,1.0
40.74017080103077,-73.9910364034032,17.0,21.0,29.0,0.0
40.844603760140316,-73.93115422822586,18.0,14.0,35.0,1.0
40.76243329976715,-73.88559903152338,18.0,15.0,11.0,0.0
40.740122131044345,-74.000996382386,18.0,22.0,37.0,1.0
40.76830041964568,-73.97811904520779,18.0,22.0,45.0,0.0
40.74204041712947,-74.00603158906154,18.0,22.0,32.0,1.0
40.76351533641137,-73.98443699948541,18.0,22.0,46.0,0.0
40.75528350376554,-73.990714026094,18.0,22.0,38.0,1.0
40.763407031046526,-73.9754433271329,18.0,22.0,46.0,0.0
40.72167217356183,-73.98881822306714,18.0,22.0,48.0,1.0
40.71749168072857,-73.9966510976111,18.0,22.0,52.0,0.0
40.80296401490487,-73.95088341221265,19.0,11.0,6.0,1.0
40.77375978228666,-73.9604695378249,19.0,11.0,14.0,0.0
40.73635064248957,-73.99091400526515,12.0,9.0,56.0,1.0
40.75510048258148,-73.9875596626108,12.0,10.0,15.0,0.0
40.73149606023945,-74.00488805346242,18.0,23.0,46.0,1.0
40.73169498887874,-74.00331872090749,18.0,23.0,4.0,0.0
40.73796443079628,-74.00678709842316,18.0,23.0,32.0,1.0
40.77734186125018,-73.9530807542061,18.0,23.0,47.0,0.0
40.7548374146878,-73.97690808383334,19.0,19.0,13.0,1.0
40.77086201493658,-73.95489582181028,19.0,19.0,22.0,0.0
40.76480025981583,-73.97590372577827,19.0,20.0,43.0,1.0
40.7231568600706,-74.00210771285049,19.0,20.0,45.0,0.0
40.727451752843635,-74.00371498562447,19.0,19.0,10.0,1.0
40.72011796196021,-73.9735193382395,19.0,19.0,26.0,0.0
40.785328382598536,-73.9518670564895,19.0,12.0,48.0,1.0
40.784827103810684,-73.95396006055228,19.0,12.0,4.0,0.0
40.751696201188324,-73.99304808810405,19.0,20.0,32.0,1.0
40.75714146762185,-73.98236025119252,19.0,20.0,43.0,0.0
40.76451614496328,-73.96496173873595,19.0,12.0,4.0,1.0
40.77976625223674,-73.95651278778962,19.0,12.0,57.0,0.0
40.76378602066107,-73.9783540584059,19.0,12.0,2.0,1.0
40.76350968048938,-73.96843771537817,19.0,13.0,6.0,0.0
40.75724287281774,-73.97127944132365,19.0,14.0,2.0,1.0
40.74275766682841,-73.97482560528726,19.0,14.0,9.0,0.0
40.74931809652627,-73.99296385742775,19.0,17.0,49.0,1.0
40.75245304315614,-73.98636184953205,19.0,17.0,4.0,0.0
40.75393720364228,-73.98048277286864,19.0,17.0,49.0,1.0
40.74282003005065,-73.99109141476504,19.0,17.0,4.0,0.0
40.765767434584276,-73.9746425666118,19.0,12.0,43.0,1.0
40.74295576845326,-73.9828140730416,19.0,12.0,28.0,0.0
40.759094124632256,-73.96991846658341,19.0,14.0,4.0,1.0
40.74515322732769,-73.98403754219464,19.0,14.0,12.0,0.0
40.77390393984534,-73.9480780618643,19.0,7.0,28.0,1.0
40.739755355725364,-73.97506487067142,19.0,7.0,37.0,0.0
40.75880702582218,-73.97768245003238,19.0,12.0,0.0,1.0
40.755893253227995,-73.99418550677649,19.0,12.0,12.0,0.0
40.723076317431705,-74.00145356304995,13.0,5.0,38.0,1.0
40.71110285629548,-74.13299945689789,13.0,6.0,5.0,0.0
40.747676640255676,-73.99860638700477,18.0,19.0,4.0,1.0
40.75386656142801,-73.99059255648456,18.0,20.0,0.0,0.0
40.72762370106794,-73.99362950719944,18.0,19.0,56.0,1.0
40.722475027637856,-73.99550799042038,18.0,20.0,1.0,0.0
40.77112700787403,-73.97027987748436,18.0,19.0,47.0,1.0
40.765737464623825,-73.98471086513302,18.0,19.0,51.0,0.0
40.77228499014892,-73.9566937530791,17.0,21.0,34.0,1.0
40.78412480463304,-73.96685843769512,17.0,21.0,42.0,0.0
40.766617632443385,-73.98554956208966,17.0,21.0,30.0,1.0
40.78608245213546,-73.94298459537379,17.0,21.0,42.0,0.0
40.74656196960278,-73.99545509316079,18.0,21.0,2.0,1.0
40.728152414756195,-73.98312670312873,18.0,21.0,11.0,0.0
40.74051569026925,-73.98065551783941,17.0,19.0,4.0,1.0
40.730082873227374,-73.99321632780186,17.0,20.0,0.0,0.0
40.75562378109463,-74.0000153271859,17.0,19.0,49.0,1.0
40.76704330087669,-73.98105104960553,17.0,19.0,28.0,0.0
40.751594170318285,-73.97888596769474,18.0,19.0,24.0,1.0
40.734835244687574,-73.9902443759521,18.0,19.0,36.0,0.0
40.73684339874454,-73.99476735428027,19.0,0.0,8.0,1.0
40.76590589710541,-73.99628913722984,19.0,0.0,20.0,0.0
40.77275865335979,-73.96075758285872,19.0,10.0,32.0,1.0
40.75971249488212,-73.96139873419008,19.0,10.0,36.0,0.0
40.737599067362325,-74.02687548421375,11.0,1.0,46.0,1.0
40.74143876784511,-74.02969912014953,11.0,1.0,46.0,0.0
40.72545938191034,-73.99456902727536,11.0,6.0,28.0,1.0
40.75701842035197,-73.9837343966966,11.0,7.0,9.0,0.0
40.75044036455948,-73.9889609892299,18.0,22.0,10.0,1.0
40.739507340798454,-73.98680908087692,18.0,22.0,16.0,0.0
40.73853512478091,-73.99835475109569,19.0,1.0,48.0,1.0
40.7514526667088,-73.97866474109753,19.0,1.0,56.0,0.0
40.77766756151833,-73.96801354125193,19.0,10.0,4.0,1.0
40.78583716412105,-73.94559853099338,19.0,10.0,13.0,0.0
40.75392099327438,-73.99215378001384,19.0,10.0,7.0,1.0
40.76974695359387,-73.97639554954651,19.0,10.0,16.0,0.0
40.74362764504768,-73.99727781251124,19.0,10.0,10.0,1.0
40.72335957174219,-73.99603070452861,19.0,10.0,18.0,0.0
40.76277598363377,-73.985894866698,18.0,18.0,21.0,1.0
40.79149010960974,-73.96729069057903,18.0,18.0,30.0,0.0
40.71918738071837,-74.00092865474574,18.0,18.0,28.0,1.0
40.74650494239323,-74.00505877420358,18.0,18.0,36.0,0.0
40.77619698454656,-73.95867647178522,19.0,8.0,47.0,1.0
40.75443334176235,-73.96978078125096,19.0,8.0,28.0,0.0
40.75920136782371,-73.97075825830973,19.0,8.0,46.0,1.0
40.72065540772893,-73.98207438033126,19.0,8.0,28.0,0.0
40.73895940461226,-73.98894534301064,19.0,8.0,39.0,1.0
40.75977615543671,-73.97304271959285,19.0,8.0,57.0,0.0
40.78973423500575,-73.96551133267633,19.0,8.0,49.0,1.0
40.76357833758958,-73.9802626287011,19.0,9.0,3.0,0.0
40.75795412526496,-73.98816970124892,19.0,8.0,56.0,1.0
40.760381592409985,-73.97430441982863,19.0,9.0,2.0,0.0
40.78222859275557,-73.96950160520203,5.0,13.0,28.0,1.0
40.76570009996213,-73.97320039879116,5.0,13.0,40.0,0.0
40.74405788534351,-73.98919624038092,7.0,15.0,40.0,1.0
40.752979778424205,-73.97967959143273,7.0,15.0,47.0,0.0
40.76624874022819,-73.9620934244623,7.0,23.0,33.0,1.0
40.733445066931026,-74.00463617913476,2.0,23.0,46.0,0.0
40.75275423712593,-73.97376523452397,7.0,15.0,23.0,1.0
40.76896437627293,-73.95381428435496,7.0,15.0,43.0,0.0
40.79190055464424,-73.97081875888682,18.0,18.0,52.0,1.0
40.755712650921495,-73.98511001508734,18.0,19.0,5.0,0.0
40.73958905131586,-74.00008889235608,18.0,18.0,52.0,1.0
40.727771213250534,-73.99110740184835,18.0,19.0,1.0,0.0
40.80828098391213,-73.94979979790799,18.0,18.0,53.0,1.0
40.76400260624506,-73.98104797344706,18.0,19.0,7.0,0.0
40.76875590157725,-73.97981820762209,18.0,18.0,16.0,1.0
